,video,image,group_original,group_2,group_3,group_4,group_5
1018,2020-09-29-09-46-42-3,970328313s689ms.jpg,0.0,0.0,0.0,0.0,0.0
1019,2020-09-29-09-46-42-3,970329138s713ms.jpg,2.0,0.0,1.0,1.0,2.0
1020,2020-09-24-1,969901916s228ms.jpg,0.0,0.0,0.0,0.0,0.0
1021,2020-09-24-3,969905720s168ms.jpg,0.0,0.0,0.0,0.0,0.0
1022,2020-09-29-09-46-42-2,970326813s203ms.jpg,1.0,0.0,1.0,1.0,1.0
1023,2020-09-24-1,969902307s252ms.jpg,2.0,1.0,1.0,2.0,2.0
1024,2020-09-29-09-46-42-1,970326432s804ms.jpg,2.0,0.0,1.0,1.0,2.0
1025,2020-09-29-09-46-42-3,970329663s705ms.jpg,3.0,1.0,2.0,3.0,4.0
1026,2020-09-29-09-46-42-3,970329326s701ms.jpg,3.0,1.0,2.0,2.0,3.0
1027,2020-09-29-09-46-42-2,970326905s229ms.jpg,3.0,1.0,1.0,2.0,2.0
1028,2020-09-24-1,969902221s232ms.jpg,3.0,1.0,1.0,2.0,3.0
1029,2020-09-29-09-46-42-3,970329240s715ms.jpg,1.0,0.0,0.0,1.0,1.0
1030,2020-07-28-06-01-11,964869850s701ms.jpg,3.0,1.0,2.0,2.0,3.0
1031,2020-09-24-1,969902047s225ms.jpg,0.0,0.0,0.0,0.0,0.0
1032,2020-09-24-1,969902613s257ms.jpg,3.0,1.0,1.0,2.0,2.0
1033,2020-09-24-3,969905306s188ms.jpg,3.0,1.0,2.0,2.0,3.0
1034,2020-09-29-09-46-42-2,970328257s212ms.jpg,2.0,0.0,1.0,1.0,2.0
1035,2020-07-28-06-01-11,964868687s706ms.jpg,3.0,1.0,2.0,3.0,3.0
1036,2020-09-29-09-46-42-4,970330016s176ms.jpg,1.0,0.0,0.0,0.0,1.0
1037,2020-09-29-09-46-42-1,970326148s787ms.jpg,3.0,1.0,1.0,2.0,3.0
1038,2020-10-02-10-17-05-3,970588469s256ms.jpg,1.0,0.0,1.0,1.0,1.0
1039,2020-09-24-1,969902498s243ms.jpg,3.0,1.0,2.0,2.0,3.0
1040,2020-09-29-09-46-42-1,970325825s798ms.jpg,2.0,1.0,1.0,2.0,2.0
1041,2020-09-29-09-46-42-3,970328956s698ms.jpg,1.0,0.0,0.0,0.0,1.0
1042,2020-09-29-09-46-42-1,970325542s782ms.jpg,1.0,0.0,0.0,0.0,1.0
1043,2020-09-29-09-46-42-3,970328741s717ms.jpg,1.0,0.0,0.0,1.0,1.0
1044,2020-09-29-09-46-42-3,970329290s699ms.jpg,3.0,1.0,1.0,2.0,2.0
1045,2020-09-24-2,969903243s707ms.jpg,2.0,1.0,1.0,1.0,2.0
1046,2020-09-29-09-46-42-3,970329385s694ms.jpg,3.0,1.0,2.0,2.0,3.0
1047,2020-09-24-4,969906411s678ms.jpg,1.0,0.0,1.0,1.0,1.0
1048,2020-09-24-3,969906182s196ms.jpg,1.0,0.0,1.0,1.0,1.0
1049,2020-09-29-09-46-42-2,970328188s210ms.jpg,3.0,1.0,1.0,2.0,2.0
1050,2020-10-02-10-17-05-3,970588412s265ms.jpg,2.0,0.0,1.0,1.0,2.0
1051,2020-09-29-09-46-42-1,970326409s781ms.jpg,2.0,0.0,1.0,1.0,1.0
1052,2020-09-29-09-46-42-1,970326085s791ms.jpg,2.0,0.0,1.0,1.0,1.0
1053,2020-09-24-1,969902550s228ms.jpg,0.0,0.0,0.0,0.0,0.0
1054,2020-07-28-06-01-11,964869812s697ms.jpg,3.0,1.0,2.0,2.0,3.0
1055,2020-09-24-3,969906227s175ms.jpg,1.0,0.0,0.0,1.0,1.0
1056,2020-09-29-09-46-42-4,970330387s180ms.jpg,3.0,1.0,1.0,2.0,3.0
1057,2020-09-24-1,969901949s227ms.jpg,1.0,0.0,0.0,0.0,0.0
1058,2020-09-24-1,969902247s259ms.jpg,3.0,1.0,1.0,2.0,2.0
1059,2020-09-29-09-46-42-3,970328770s712ms.jpg,1.0,0.0,0.0,0.0,0.0
1060,2020-09-23-VIRB0008,969832389s651ms.jpg,3.0,1.0,2.0,3.0,4.0
1061,2020-09-29-09-46-42-3,970329581s689ms.jpg,1.0,0.0,0.0,0.0,1.0
1062,2020-09-24-1,969902241s253ms.jpg,2.0,1.0,1.0,2.0,2.0
1063,2020-09-24-1,969902170s248ms.jpg,1.0,0.0,0.0,0.0,1.0
1064,2020-07-28-06-01-11,964869746s697ms.jpg,2.0,0.0,1.0,1.0,2.0
1065,2020-09-24-3,969905118s167ms.jpg,2.0,1.0,1.0,2.0,2.0
1066,2020-09-24-3,969905034s183ms.jpg,0.0,0.0,0.0,0.0,0.0
1067,2020-09-24-3,969906049s163ms.jpg,3.0,1.0,2.0,3.0,4.0
1068,2020-09-24-1,969902633s244ms.jpg,1.0,0.0,0.0,1.0,1.0
1069,2020-09-29-09-46-42-4,970329878s172ms.jpg,1.0,0.0,1.0,1.0,1.0
1070,2020-10-02-10-17-05-3,970588614s267ms.jpg,3.0,1.0,1.0,2.0,3.0
1071,2020-09-29-09-46-42-1,970325613s786ms.jpg,0.0,0.0,0.0,0.0,0.0
1072,2020-09-24-4,969906288s655ms.jpg,0.0,0.0,0.0,0.0,0.0
1073,2020-09-24-1,969902967s244ms.jpg,1.0,0.0,1.0,1.0,1.0
1074,2020-09-29-09-46-42-3,970328686s695ms.jpg,3.0,1.0,1.0,2.0,2.0
1075,2020-09-29-09-46-42-4,970330052s179ms.jpg,2.0,0.0,1.0,1.0,2.0
1076,2020-09-29-09-46-42-3,970329697s705ms.jpg,1.0,0.0,0.0,0.0,0.0
1077,2020-10-02-10-17-05-3,970588171s258ms.jpg,1.0,0.0,0.0,0.0,1.0
1078,2020-09-29-09-46-42-1,970325982s788ms.jpg,0.0,0.0,0.0,0.0,0.0
1079,2020-10-02-10-17-05-3,970588354s241ms.jpg,1.0,0.0,0.0,0.0,0.0
1080,2020-09-29-09-46-42-1,970326444s783ms.jpg,3.0,1.0,1.0,2.0,3.0
1081,2020-09-29-09-46-42-4,970330046s173ms.jpg,1.0,0.0,0.0,0.0,0.0
1082,2020-09-29-09-46-42-3,970329297s706ms.jpg,2.0,1.0,1.0,1.0,2.0
1083,2020-09-24-4,969906386s653ms.jpg,2.0,0.0,1.0,1.0,2.0
1084,2020-09-24-1,969902458s236ms.jpg,3.0,1.0,1.0,2.0,3.0
1085,2020-09-29-09-46-42-1,970325894s800ms.jpg,2.0,1.0,1.0,2.0,2.0
1086,2020-09-24-3,969905696s177ms.jpg,0.0,0.0,0.0,0.0,0.0
1087,2020-09-29-09-46-42-1,970326557s796ms.jpg,1.0,0.0,0.0,1.0,1.0
1088,2020-09-29-09-46-42-3,970329523s698ms.jpg,2.0,1.0,1.0,1.0,2.0
1089,2020-07-28-06-01-11,964868717s703ms.jpg,2.0,0.0,1.0,1.0,2.0
1090,2020-09-24-1,969902734s245ms.jpg,0.0,0.0,0.0,0.0,0.0
1091,2020-09-29-09-46-42-1,970326202s808ms.jpg,2.0,0.0,1.0,1.0,2.0
1092,2020-07-28-06-01-11,964868889s708ms.jpg,2.0,0.0,1.0,1.0,2.0
1093,2020-10-02-10-17-05-3,970588577s264ms.jpg,1.0,0.0,0.0,1.0,1.0
1094,2020-07-28-06-01-11,964869345s697ms.jpg,2.0,0.0,1.0,1.0,2.0
1095,2020-09-29-09-46-42-1,970325648s788ms.jpg,1.0,0.0,1.0,1.0,1.0
1096,2020-09-29-09-46-42-4,970330164s191ms.jpg,0.0,0.0,0.0,0.0,0.0
1097,2020-09-29-09-46-42-3,970329302s711ms.jpg,1.0,0.0,0.0,0.0,0.0
1098,2020-09-29-09-46-42-4,970329793s187ms.jpg,1.0,0.0,1.0,1.0,1.0
1099,2020-09-29-09-46-42-1,970325665s805ms.jpg,2.0,1.0,1.0,2.0,2.0
1100,2020-09-24-1,969902944s255ms.jpg,2.0,1.0,1.0,1.0,2.0
1101,2020-09-24-3,969905533s181ms.jpg,2.0,1.0,1.0,2.0,2.0
1102,2020-09-24-3,969905764s179ms.jpg,0.0,0.0,0.0,0.0,0.0
1103,2020-09-29-09-46-42-4,970329984s177ms.jpg,1.0,0.0,0.0,1.0,1.0
1104,2020-07-28-06-01-11,964868726s712ms.jpg,1.0,0.0,0.0,0.0,0.0
1105,2020-09-29-09-46-42-1,970326036s809ms.jpg,2.0,0.0,1.0,1.0,2.0
1106,2020-09-29-09-46-42-1,970326254s793ms.jpg,1.0,0.0,0.0,1.0,1.0
1107,2020-10-02-10-17-05-3,970588142s262ms.jpg,1.0,0.0,1.0,1.0,1.0
1108,2020-07-28-06-01-11,964868923s709ms.jpg,2.0,1.0,1.0,2.0,2.0
1109,2020-09-29-09-46-42-3,970329739s714ms.jpg,2.0,1.0,1.0,1.0,2.0
1110,2020-09-29-09-46-42-2,970326871s228ms.jpg,1.0,0.0,0.0,0.0,1.0
1111,2020-09-29-09-46-42-1,970326029s802ms.jpg,2.0,0.0,1.0,1.0,2.0
1112,2020-09-29-09-46-42-4,970330448s174ms.jpg,2.0,0.0,1.0,1.0,2.0
1113,2020-09-29-09-46-42-2,970326806s230ms.jpg,1.0,0.0,1.0,1.0,1.0
1114,2020-09-29-09-46-42-2,970326779s203ms.jpg,1.0,0.0,0.0,1.0,1.0
1115,2020-09-24-3,969905302s184ms.jpg,1.0,0.0,0.0,0.0,1.0
1116,2020-09-24-1,969902030s242ms.jpg,1.0,0.0,0.0,0.0,0.0
1117,2020-09-29-09-46-42-3,970328297s707ms.jpg,2.0,0.0,1.0,1.0,2.0
1118,2020-09-29-09-46-42-3,970328337s713ms.jpg,1.0,0.0,0.0,0.0,1.0
1119,2020-07-28-06-01-11,964868836s722ms.jpg,3.0,1.0,2.0,3.0,4.0
1120,2020-10-02-10-17-05-3,970588472s259ms.jpg,1.0,0.0,0.0,1.0,1.0
1121,2020-09-29-09-46-42-4,970329888s182ms.jpg,3.0,1.0,1.0,2.0,2.0
1122,2020-09-29-09-46-42-3,970328325s701ms.jpg,1.0,0.0,0.0,0.0,0.0
1123,2020-09-29-09-46-42-1,970325886s792ms.jpg,3.0,1.0,1.0,2.0,2.0
1124,2020-09-24-3,969905119s168ms.jpg,1.0,0.0,0.0,1.0,1.0
1125,2020-09-29-09-46-42-1,970326133s805ms.jpg,1.0,0.0,1.0,1.0,1.0
1126,2020-09-29-09-46-42-4,970330319s179ms.jpg,1.0,0.0,0.0,0.0,0.0
1127,2020-07-28-06-01-11,964869723s708ms.jpg,3.0,1.0,2.0,2.0,3.0
1128,2020-07-28-06-01-11,964868813s699ms.jpg,2.0,1.0,1.0,2.0,2.0
1129,2020-09-24-3,969905415s197ms.jpg,0.0,0.0,0.0,0.0,0.0
1130,2020-09-24-4,969906395s662ms.jpg,1.0,0.0,1.0,1.0,1.0
1131,2020-09-29-09-46-42-4,970330394s187ms.jpg,1.0,0.0,0.0,1.0,1.0
1132,2020-09-24-1,969902533s244ms.jpg,1.0,0.0,0.0,0.0,1.0
1133,2020-09-29-09-46-42-1,970326426s798ms.jpg,1.0,0.0,0.0,1.0,1.0
1134,2020-09-29-09-46-42-3,970329139s714ms.jpg,0.0,0.0,0.0,0.0,0.0
1135,2020-09-24-1,969902487s232ms.jpg,1.0,0.0,1.0,1.0,1.0
1136,2020-07-28-06-01-11,964869635s720ms.jpg,2.0,1.0,1.0,2.0,2.0
1137,2020-09-29-09-46-42-4,970329988s181ms.jpg,0.0,0.0,0.0,0.0,0.0
1138,2020-09-29-09-46-42-1,970325931s804ms.jpg,1.0,0.0,0.0,1.0,1.0
1139,2020-09-29-09-46-42-2,970326874s231ms.jpg,1.0,0.0,1.0,1.0,1.0
1140,2020-09-29-09-46-42-3,970329477s685ms.jpg,2.0,0.0,1.0,1.0,2.0
1141,2020-09-29-09-46-42-2,970326922s212ms.jpg,3.0,1.0,2.0,3.0,4.0
1142,2020-09-29-09-46-42-3,970329246s688ms.jpg,2.0,0.0,1.0,1.0,2.0
1143,2020-09-29-09-46-42-1,970326255s794ms.jpg,0.0,0.0,0.0,0.0,0.0
1144,2020-09-29-09-46-42-1,970326482s787ms.jpg,2.0,0.0,1.0,1.0,2.0
1145,2020-07-28-06-01-11,964869278s697ms.jpg,2.0,1.0,1.0,2.0,2.0
1146,2020-10-02-10-17-05-3,970588467s254ms.jpg,1.0,0.0,0.0,1.0,1.0
1147,2020-09-29-09-46-42-3,970328535s711ms.jpg,2.0,1.0,1.0,1.0,2.0
1148,2020-09-29-09-46-42-1,970325519s792ms.jpg,1.0,0.0,0.0,0.0,0.0
1149,2020-09-24-1,969902671s249ms.jpg,1.0,0.0,1.0,1.0,1.0
1150,2020-09-24-1,969901847s226ms.jpg,1.0,0.0,0.0,0.0,1.0
1151,2020-09-24-1,969902578s256ms.jpg,1.0,0.0,0.0,0.0,1.0
1152,2020-09-29-09-46-42-1,970326292s798ms.jpg,1.0,0.0,0.0,1.0,1.0
1153,2020-10-02-10-17-05-3,970588317s270ms.jpg,0.0,0.0,0.0,0.0,0.0
1154,2020-09-24-1,969902444s255ms.jpg,3.0,1.0,1.0,2.0,3.0
1155,2020-09-29-09-46-42-1,970326365s804ms.jpg,1.0,0.0,0.0,1.0,1.0
1156,2020-09-29-09-46-42-1,970325717s790ms.jpg,1.0,0.0,1.0,1.0,1.0
1157,2020-09-24-3,969904885s167ms.jpg,1.0,0.0,0.0,1.0,1.0
1158,2020-09-29-09-46-42-3,970329061s703ms.jpg,0.0,0.0,0.0,0.0,0.0
1159,2020-09-24-1,969902816s227ms.jpg,0.0,0.0,0.0,0.0,0.0
1160,2020-09-29-09-46-42-4,970330328s188ms.jpg,3.0,1.0,2.0,2.0,3.0
1161,2020-09-24-3,969905481s196ms.jpg,1.0,0.0,0.0,0.0,1.0
1162,2020-09-29-09-46-42-1,970325913s786ms.jpg,3.0,1.0,1.0,2.0,3.0
1163,2020-09-24-3,969904918s167ms.jpg,0.0,0.0,0.0,0.0,0.0
1164,2020-09-29-09-46-42-1,970326168s807ms.jpg,1.0,0.0,0.0,0.0,1.0
1165,2020-09-29-09-46-42-3,970329707s715ms.jpg,0.0,0.0,0.0,0.0,0.0
1166,2020-09-24-1,969903044s255ms.jpg,1.0,0.0,0.0,0.0,1.0
1167,2020-07-28-06-01-11,964869994s712ms.jpg,1.0,0.0,0.0,0.0,0.0
1168,2020-07-28-06-01-11,964868698s717ms.jpg,3.0,1.0,2.0,3.0,4.0
1169,2020-09-24-3,969905812s193ms.jpg,1.0,0.0,0.0,0.0,1.0
1170,2020-09-29-09-46-42-2,970326812s202ms.jpg,2.0,0.0,1.0,1.0,2.0
1171,2020-09-29-09-46-42-1,970326634s806ms.jpg,2.0,0.0,1.0,1.0,2.0
1172,2020-09-29-09-46-42-2,970326859s216ms.jpg,1.0,0.0,1.0,1.0,1.0
1173,2020-09-29-09-46-42-4,970330024s184ms.jpg,1.0,0.0,0.0,0.0,1.0
1174,2020-09-24-1,969902482s227ms.jpg,0.0,0.0,0.0,0.0,0.0
1175,2020-07-28-06-01-11,964869955s706ms.jpg,1.0,0.0,1.0,1.0,1.0
1176,2020-09-24-1,969902722s233ms.jpg,1.0,0.0,0.0,1.0,1.0
1177,2020-09-24-1,969902821s232ms.jpg,1.0,0.0,0.0,1.0,1.0
1178,2020-09-29-09-46-42-1,970326223s795ms.jpg,1.0,0.0,0.0,0.0,0.0
1179,2020-07-28-06-01-11,964869325s710ms.jpg,0.0,0.0,0.0,0.0,0.0
1180,2020-09-24-1,969902822s233ms.jpg,1.0,0.0,0.0,1.0,1.0
1181,2020-10-02-10-17-05-3,970588465s252ms.jpg,3.0,1.0,2.0,2.0,3.0
1182,2020-09-24-4,969906372s673ms.jpg,1.0,0.0,0.0,0.0,0.0
1183,2020-09-29-09-46-42-1,970326249s788ms.jpg,1.0,0.0,0.0,1.0,1.0
1184,2020-09-29-09-46-42-3,970328840s716ms.jpg,1.0,0.0,0.0,1.0,1.0
1185,2020-09-29-09-46-42-1,970326084s790ms.jpg,2.0,0.0,1.0,1.0,2.0
1186,2020-09-29-09-46-42-1,970326694s799ms.jpg,1.0,0.0,0.0,0.0,1.0
1187,2020-09-29-09-46-42-3,970329332s707ms.jpg,3.0,1.0,2.0,2.0,3.0
1188,2020-09-29-09-46-42-3,970328511s687ms.jpg,0.0,0.0,0.0,0.0,0.0
1189,2020-09-29-09-46-42-4,970329959s186ms.jpg,1.0,0.0,0.0,0.0,0.0
1190,2020-09-29-09-46-42-1,970326513s785ms.jpg,1.0,0.0,0.0,0.0,1.0
1191,2020-09-29-09-46-42-4,970330184s177ms.jpg,0.0,0.0,0.0,0.0,0.0
1192,2020-09-24-1,969902642s253ms.jpg,3.0,1.0,1.0,2.0,2.0
1193,2020-09-29-09-46-42-3,970329108s717ms.jpg,0.0,0.0,0.0,0.0,0.0
1194,2020-09-24-1,969902625s236ms.jpg,1.0,0.0,1.0,1.0,1.0
1195,2020-07-28-06-01-11,964868954s706ms.jpg,1.0,0.0,0.0,0.0,0.0
1196,2020-09-29-09-46-42-2,970326801s225ms.jpg,1.0,0.0,0.0,1.0,1.0
1197,2020-09-29-09-46-42-3,970329356s698ms.jpg,3.0,1.0,1.0,2.0,3.0
1198,2020-09-29-09-46-42-3,970329314s689ms.jpg,1.0,0.0,0.0,0.0,0.0
1199,2020-09-29-09-46-42-3,970328889s698ms.jpg,2.0,0.0,1.0,1.0,2.0
1200,2020-09-29-09-46-42-3,970328444s687ms.jpg,1.0,0.0,0.0,1.0,1.0
1201,2020-09-24-3,969905974s188ms.jpg,1.0,0.0,0.0,0.0,0.0
1202,2020-09-29-09-46-42-4,970330444s170ms.jpg,3.0,1.0,1.0,2.0,2.0
1203,2020-09-24-1,969901838s250ms.jpg,0.0,0.0,0.0,0.0,0.0
1204,2020-07-28-06-01-11,964869961s712ms.jpg,1.0,0.0,0.0,1.0,1.0
1205,2020-09-29-09-46-42-3,970328636s712ms.jpg,1.0,0.0,0.0,1.0,1.0
1206,2020-09-24-3,969905223s172ms.jpg,1.0,0.0,1.0,1.0,1.0
1207,2020-09-29-09-46-42-4,970330057s184ms.jpg,1.0,0.0,0.0,0.0,1.0
1208,2020-09-29-09-46-42-3,970329397s706ms.jpg,3.0,1.0,1.0,2.0,2.0
1209,2020-09-29-09-46-42-1,970326197s803ms.jpg,0.0,0.0,0.0,0.0,0.0
1210,2020-09-24-3,969905588s169ms.jpg,1.0,0.0,0.0,0.0,1.0
1211,2020-09-24-1,969902538s249ms.jpg,1.0,0.0,1.0,1.0,1.0
1212,2020-09-29-09-46-42-3,970328280s690ms.jpg,3.0,1.0,2.0,3.0,4.0
1213,2020-09-29-09-46-42-1,970325906s812ms.jpg,3.0,1.0,2.0,2.0,3.0
1214,2020-09-29-09-46-42-1,970325864s803ms.jpg,3.0,1.0,1.0,2.0,2.0
1215,2020-09-29-09-46-42-3,970329676s718ms.jpg,1.0,0.0,0.0,0.0,0.0
1216,2020-09-29-09-46-42-3,970328914s690ms.jpg,2.0,0.0,1.0,1.0,2.0
1217,2020-09-24-1,969902939s250ms.jpg,3.0,1.0,1.0,2.0,3.0
1218,2020-09-24-1,969902280s258ms.jpg,1.0,0.0,0.0,0.0,1.0
1219,2020-09-29-09-46-42-1,970326030s803ms.jpg,3.0,1.0,2.0,3.0,4.0
1220,2020-09-24-4,969906556s656ms.jpg,2.0,1.0,1.0,2.0,2.0
1221,2020-09-29-09-46-42-3,970328395s705ms.jpg,1.0,0.0,0.0,0.0,1.0
1222,2020-09-29-09-46-42-3,970328437s713ms.jpg,1.0,0.0,0.0,0.0,0.0
1223,2020-09-23-VIRB0004,969830817s211ms.jpg,3.0,1.0,1.0,2.0,3.0
1224,2020-09-29-09-46-42-3,970329099s708ms.jpg,1.0,0.0,0.0,1.0,1.0
1225,2020-09-29-09-46-42-3,970328765s708ms.jpg,1.0,0.0,0.0,0.0,1.0
1226,2020-09-29-09-46-42-3,970328905s714ms.jpg,2.0,0.0,1.0,1.0,2.0
1227,2020-09-24-3,969905589s170ms.jpg,2.0,0.0,1.0,1.0,1.0
1228,2020-09-24-3,969906018s166ms.jpg,2.0,1.0,1.0,1.0,2.0
1229,2020-09-24-1,969902728s239ms.jpg,1.0,0.0,0.0,0.0,1.0
1230,2020-09-29-09-46-42-3,970328409s685ms.jpg,2.0,1.0,1.0,2.0,2.0
1231,2020-09-24-1,969901907s252ms.jpg,1.0,0.0,0.0,1.0,1.0
1232,2020-09-24-1,969902705s249ms.jpg,2.0,0.0,1.0,1.0,2.0
1233,2020-09-29-09-46-42-3,970329000s709ms.jpg,0.0,0.0,0.0,0.0,0.0
1234,2020-09-24-4,969906500s667ms.jpg,1.0,0.0,0.0,1.0,1.0
1235,2020-09-24-1,969902744s255ms.jpg,1.0,0.0,0.0,0.0,0.0
1236,2020-09-29-09-46-42-3,970329116s691ms.jpg,0.0,0.0,0.0,0.0,0.0
1237,2020-09-24-3,969905265s180ms.jpg,1.0,0.0,0.0,1.0,1.0
1238,2020-09-24-1,969902739s250ms.jpg,0.0,0.0,0.0,0.0,0.0
1239,2020-09-29-09-46-42-3,970329443s685ms.jpg,3.0,1.0,2.0,3.0,3.0
1240,2020-09-29-09-46-42-4,970330376s202ms.jpg,3.0,1.0,2.0,3.0,4.0
1241,2020-09-29-09-46-42-3,970328496s705ms.jpg,1.0,0.0,0.0,0.0,1.0
1242,2020-09-24-4,969906509s676ms.jpg,1.0,0.0,0.0,0.0,1.0
1243,2020-09-29-09-46-42-3,970328512s688ms.jpg,1.0,0.0,0.0,0.0,0.0
1244,2020-09-29-09-46-42-1,970325604s810ms.jpg,1.0,0.0,0.0,0.0,1.0
1245,2020-09-29-09-46-42-1,970326336s808ms.jpg,2.0,0.0,1.0,1.0,2.0
1246,2020-09-29-09-46-42-1,970326106s812ms.jpg,3.0,1.0,2.0,2.0,3.0
1247,2020-09-24-1,969902181s226ms.jpg,2.0,1.0,1.0,2.0,2.0
1248,2020-09-24-1,969902971s248ms.jpg,2.0,0.0,1.0,1.0,1.0
1249,2020-09-29-09-46-42-1,970325835s808ms.jpg,3.0,1.0,1.0,2.0,2.0
1250,2020-10-02-10-17-05-3,970588209s263ms.jpg,1.0,0.0,0.0,0.0,1.0
1251,2020-09-24-1,969902475s253ms.jpg,1.0,0.0,0.0,0.0,1.0
1252,2020-09-24-3,969905267s182ms.jpg,2.0,1.0,1.0,1.0,2.0
1253,2020-09-29-09-46-42-3,970329136s711ms.jpg,0.0,0.0,0.0,0.0,0.0
1254,2020-09-29-09-46-42-3,970328309s685ms.jpg,1.0,0.0,0.0,1.0,1.0
1255,2020-09-24-1,969902291s236ms.jpg,0.0,0.0,0.0,0.0,0.0
1256,2020-09-24-2,969903320s684ms.jpg,1.0,0.0,0.0,0.0,1.0
1257,2020-10-02-10-17-05-3,970588424s244ms.jpg,2.0,0.0,1.0,1.0,2.0
1258,2020-09-29-09-46-42-1,970326056s795ms.jpg,3.0,1.0,1.0,2.0,3.0
1259,2020-09-24-3,969905280s195ms.jpg,1.0,0.0,0.0,0.0,0.0
1260,2020-09-29-09-46-42-1,970326699s804ms.jpg,1.0,0.0,0.0,1.0,1.0
1261,2020-09-29-09-46-42-1,970326501s806ms.jpg,3.0,1.0,2.0,2.0,3.0
1262,2020-09-29-09-46-42-1,970325552s792ms.jpg,1.0,0.0,0.0,1.0,1.0
1263,2020-09-29-09-46-42-3,970329109s684ms.jpg,1.0,0.0,0.0,0.0,0.0
1264,2020-10-02-10-17-05-3,970588411s264ms.jpg,3.0,1.0,1.0,2.0,3.0
1265,2020-09-29-09-46-42-3,970328943s685ms.jpg,2.0,0.0,1.0,1.0,2.0
1266,2020-09-24-3,969906202s183ms.jpg,2.0,1.0,1.0,2.0,2.0
1267,2020-09-24-4,969906426s660ms.jpg,2.0,0.0,1.0,1.0,2.0
1268,2020-09-29-09-46-42-1,970325980s786ms.jpg,1.0,0.0,0.0,0.0,0.0
1269,2020-09-24-4,969906378s679ms.jpg,0.0,0.0,0.0,0.0,0.0
1270,2020-09-29-09-46-42-2,970326783s207ms.jpg,1.0,0.0,0.0,0.0,1.0
1271,2020-09-29-09-46-42-3,970328623s699ms.jpg,1.0,0.0,0.0,1.0,1.0
1272,2020-09-29-09-46-42-3,970328423s699ms.jpg,0.0,0.0,0.0,0.0,0.0
1273,2020-09-29-09-46-42-1,970325652s792ms.jpg,1.0,0.0,0.0,1.0,1.0
1274,2020-09-24-3,969905919s167ms.jpg,1.0,0.0,0.0,1.0,1.0
1275,2020-09-24-3,969905719s167ms.jpg,0.0,0.0,0.0,0.0,0.0
1276,2020-09-24-1,969901796s241ms.jpg,1.0,0.0,0.0,0.0,1.0
1277,2020-09-29-09-46-42-1,970326373s812ms.jpg,1.0,0.0,0.0,1.0,1.0
1278,2020-09-24-3,969905793s174ms.jpg,1.0,0.0,0.0,0.0,0.0
1279,2020-09-29-09-46-42-3,970329163s705ms.jpg,0.0,0.0,0.0,0.0,0.0
1280,2020-09-29-09-46-42-1,970326176s782ms.jpg,1.0,0.0,0.0,1.0,1.0
1281,2020-09-29-09-46-42-1,970326306s812ms.jpg,1.0,0.0,0.0,0.0,1.0
1282,2020-09-24-1,969902851s229ms.jpg,1.0,0.0,0.0,1.0,1.0
1283,2020-09-24-3,969905180s195ms.jpg,0.0,0.0,0.0,0.0,0.0
1284,2020-09-24-1,969902894s238ms.jpg,1.0,0.0,0.0,1.0,1.0
1285,2020-09-24-3,969906077s191ms.jpg,1.0,0.0,0.0,1.0,1.0
1286,2020-09-24-4,969906516s650ms.jpg,2.0,1.0,1.0,2.0,2.0
1287,2020-09-24-1,969902986s230ms.jpg,0.0,0.0,0.0,0.0,0.0
1288,2020-09-24-3,969905872s187ms.jpg,1.0,0.0,0.0,0.0,0.0
1289,2020-09-29-09-46-42-1,970325699s805ms.jpg,2.0,0.0,1.0,1.0,2.0
1290,2020-09-24-1,969901821s233ms.jpg,0.0,0.0,0.0,0.0,0.0
1291,2020-09-24-3,969905936s184ms.jpg,3.0,1.0,1.0,2.0,3.0
1292,2020-09-29-09-46-42-1,970326167s806ms.jpg,1.0,0.0,1.0,1.0,1.0
1293,2020-09-24-1,969902616s227ms.jpg,1.0,0.0,0.0,1.0,1.0
1294,2020-09-29-09-46-42-1,970326662s801ms.jpg,3.0,1.0,1.0,2.0,2.0
1295,2020-09-24-1,969902577s255ms.jpg,1.0,0.0,0.0,0.0,0.0
1296,2020-09-23-VIRB0008,969832416s645ms.jpg,1.0,0.0,0.0,0.0,1.0
1297,2020-09-29-09-46-42-1,970325862s801ms.jpg,2.0,0.0,1.0,1.0,2.0
1298,2020-09-29-09-46-42-4,970329867s194ms.jpg,1.0,0.0,0.0,1.0,1.0
1299,2020-07-28-06-01-11,964868844s696ms.jpg,1.0,0.0,0.0,1.0,1.0
1300,2020-09-29-09-46-42-1,970326195s801ms.jpg,1.0,0.0,0.0,0.0,0.0
1301,2020-09-24-3,969905335s183ms.jpg,2.0,0.0,1.0,1.0,2.0
1302,2020-09-24-4,969906513s680ms.jpg,2.0,0.0,1.0,1.0,2.0
1303,2020-09-29-09-46-42-4,970330337s197ms.jpg,1.0,0.0,0.0,1.0,1.0
1304,2020-09-29-09-46-42-1,970325927s800ms.jpg,1.0,0.0,0.0,0.0,0.0
1305,2020-09-24-1,969901978s256ms.jpg,0.0,0.0,0.0,0.0,0.0
1306,2020-09-29-09-46-42-3,970328638s714ms.jpg,2.0,0.0,1.0,1.0,2.0
1307,2020-09-29-09-46-42-3,970329088s697ms.jpg,0.0,0.0,0.0,0.0,0.0
1308,2020-09-24-3,969905886s167ms.jpg,0.0,0.0,0.0,0.0,0.0
1309,2020-09-29-09-46-42-1,970326138s810ms.jpg,2.0,1.0,1.0,2.0,2.0
