video,image,group_2,group_3,group_4,group_original,dataset
2020-09-29-09-46-42-3,970328378s688ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902307s252ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329187s696ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328693s702ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970328207s229ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328626s702ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969904892s174ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902843s254ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905288s170ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902039s251ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902030s242ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328542s685ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326662s801ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325867s806ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-24-1,969901873s252ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970327001s224ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970328216s205ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328796s705ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902653s231ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325499s805ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904864s180ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905503s185ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905466s181ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902762s240ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-2,969903353s684ms.jpg,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588296s249ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969904984s166ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325756s796ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-2,970328213s202ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329119s694ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326272s811ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902134s246ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902388s233ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325887s793ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902841s252ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325730s803ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-2,970328217s206ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969901856s235ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902079s257ms.jpg,0.0,0.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588160s247ms.jpg,1.0,1.0,2.0,3.0,train
2020-07-28-06-01-11,964868976s728ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328362s705ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902363s241ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-2,970326986s209ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902950s227ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325596s802ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902594s238ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902085s230ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905345s193ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902750s228ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328366s709ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964868790s709ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964868732s718ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902731s242ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326644s783ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964869635s720ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325736s809ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964868781s700ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326166s805ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902261s239ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329260s702ms.jpg,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588339s259ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-2,969903407s704ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325825s798ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326032s805ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970328621s697ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902119s231ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329195s704ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326989s212ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-2,970326793s217ms.jpg,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588410s263ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905290s172ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326746s784ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970326722s794ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902174s252ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329305s714ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-3,969905404s186ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902657s235ms.jpg,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588432s252ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969901839s251ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964869622s707ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905126s175ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904777s193ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902871s249ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902365s243ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328635s711ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329284s693ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902221s232ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326022s795ms.jpg,0.0,0.0,1.0,1.0,train
2020-07-28-06-01-11,964868923s709ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-23-VIRB0008,969832359s655ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329121s696ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325604s810ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329300s709ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-24-3,969905175s190ms.jpg,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588389s242ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969904890s172ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325635s808ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-2,969903481s678ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902449s227ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-3,969905064s179ms.jpg,0.0,0.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588350s270ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902207s252ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-2,970326908s232ms.jpg,1.0,2.0,3.0,3.0,train
2020-07-28-06-01-11,964869533s718ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905339s187ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326363s802ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328917s693ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325713s786ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-24-3,969905401s183ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326475s780ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329136s711ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326135s807ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905490s172ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326230s802ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902679s257ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970328139s228ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326783s207ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326483s788ms.jpg,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588433s253ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969901791s236ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325694s800ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-24-1,969902834s245ms.jpg,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588123s243ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328598s707ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-24-1,969902023s235ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325691s797ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905360s175ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329170s712ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970326874s231ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901845s257ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328658s701ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326077s783ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969904910s192ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902226s237ms.jpg,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964869207s726ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-3,969904868s184ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329235s710ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902465s243ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970328146s202ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325556s796ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905491s173ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329093s702ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325809s782ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902324s235ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328376s686ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329247s689ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901985s230ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325531s804ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328576s685ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902246s257ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-1,969903181s258ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964869721s706ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328494s703ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901798s243ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328627s703ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326060s799ms.jpg,1.0,2.0,3.0,3.0,train
2020-10-02-10-17-05-3,970588404s257ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328896s705ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905472s187ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901987s232ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902903s247ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905413s195ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325601s807ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326185s791ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905038s187ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964869232s717ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902373s251ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970328211s200ms.jpg,1.0,2.0,2.0,3.0,train
2020-07-28-06-01-11,964868824s710ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905237s185ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325491s797ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902918s229ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326679s784ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969901902s247ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901851s230ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326703s808ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969904887s169ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970325618s791ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326086s792ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326756s794ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326862s219ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326687s792ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-2,969903390s687ms.jpg,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964869510s728ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970328603s712ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902191s236ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902906s250ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326841s231ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328309s685ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325513s786ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902189s234ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902331s242ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905008s190ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905187s169ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970326817s207ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329023s699ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964869276s728ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964868791s710ms.jpg,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588335s255ms.jpg,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964869420s705ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-23-VIRB0004,969830821s215ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-1,969901821s233ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902968s245ms.jpg,0.0,1.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588226s246ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905164s179ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970325934s807ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328995s704ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328875s717ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-24-3,969905196s178ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969904951s166ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-23-VIRB0004,969830835s196ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970328303s713ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329095s704ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905459s174ms.jpg,0.0,1.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588325s245ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329115s690ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969903005s249ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902680s258ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905004s186ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328520s696ms.jpg,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588204s258ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329099s708ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964869723s708ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328736s712ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902652s230ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964869380s698ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325999s805ms.jpg,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588323s243ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329122s697ms.jpg,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964868817s703ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902018s230ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902616s227ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329318s693ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902882s226ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901826s238ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326784s208ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902219s230ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970327026s216ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326584s789ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326419s791ms.jpg,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588384s271ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325745s785ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328842s684ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326205s811ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326169s808ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902253s231ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326067s806ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328535s711ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902409s254ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905552s167ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905541s189ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325803s809ms.jpg,0.0,0.0,1.0,1.0,train
2020-07-28-06-01-11,964869538s723ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325914s787ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902022s234ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970327029s219ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-23-VIRB0004,969830816s210ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905504s186ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328958s700ms.jpg,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588093s247ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325666s806ms.jpg,1.0,1.0,2.0,2.0,train
2020-07-28-06-01-11,964869619s704ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902283s228ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905260s175ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964869633s718ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326488s793ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964869381s699ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326450s789ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969901807s252ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970326930s220ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902719s230ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905462s177ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970327053s210ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325480s786ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325897s803ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328955s697ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902694s238ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901917s229ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328479s688ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902900s244ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902076s254ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901986s231ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902486s231ms.jpg,0.0,1.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588397s250ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-24-3,969904957s172ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328508s717ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329283s692ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970325653s793ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970328195s217ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970327016s206ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329213s688ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326105s811ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325659s799ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325990s796ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326130s802ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-24-1,969902187s232ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328890s699ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329037s713ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-2,969903349s680ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-24-1,969902786s230ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964869657s709ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-24-1,969902919s230ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325847s786ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-2,970327043s200ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902867s245ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328326s702ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328614s690ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-24-1,969902463s241ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328845s687ms.jpg,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588362s249ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905238s187ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970326977s200ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905112s194ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905125s174ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328874s716ms.jpg,1.0,1.0,2.0,3.0,train
2020-07-28-06-01-11,964868897s716ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326301s807ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329087s696ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902077s255ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329076s685ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325619s792ms.jpg,0.0,0.0,1.0,1.0,train
2020-07-28-06-01-11,964869479s697ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328350s693ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964868736s722ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329186s695ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905505s187ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328425s701ms.jpg,0.0,0.0,0.0,0.0,train
