video,image,image_mask,group_2,group_3,group_4,group_original,dataset
2020-09-24-3,969905542s190ms.jpg,969905542s190ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902609s253ms.jpg,969902609s253ms.png,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964869218s703ms.jpg,964869218s703ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329265s707ms.jpg,970329265s707ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326730s802ms.jpg,970326730s802ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328857s699ms.jpg,970328857s699ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-3,969905135s184ms.jpg,969905135s184ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325971s810ms.jpg,970325971s810ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902488s233ms.jpg,969902488s233ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902743s254ms.jpg,969902743s254ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325877s783ms.jpg,970325877s783ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902383s228ms.jpg,969902383s228ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902814s258ms.jpg,969902814s258ms.png,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588429s249ms.jpg,970588429s249ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902959s236ms.jpg,969902959s236ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325650s790ms.jpg,970325650s790ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329108s717ms.jpg,970329108s717ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325842s781ms.jpg,970325842s781ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905419s167ms.jpg,969905419s167ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902604s248ms.jpg,969902604s248ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325788s794ms.jpg,970325788s794ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325628s801ms.jpg,970325628s801ms.png,0.0,0.0,0.0,1.0,train
2020-09-23-VIRB0004,969830818s212ms.jpg,969830818s212ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326114s786ms.jpg,970326114s786ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902213s258ms.jpg,969902213s258ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326581s786ms.jpg,970326581s786ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905287s169ms.jpg,969905287s169ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325835s808ms.jpg,970325835s808ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902830s241ms.jpg,969902830s241ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905511s193ms.jpg,969905511s193ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325523s796ms.jpg,970325523s796ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328720s696ms.jpg,970328720s696ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328363s706ms.jpg,970328363s706ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902879s257ms.jpg,969902879s257ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902533s244ms.jpg,969902533s244ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905219s168ms.jpg,969905219s168ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902732s243ms.jpg,969902732s243ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905487s169ms.jpg,969905487s169ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325587s793ms.jpg,970325587s793ms.png,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588172s259ms.jpg,970588172s259ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904813s195ms.jpg,969904813s195ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969904763s179ms.jpg,969904763s179ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905204s186ms.jpg,969905204s186ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328829s705ms.jpg,970328829s705ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328713s689ms.jpg,970328713s689ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902625s236ms.jpg,969902625s236ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902350s228ms.jpg,969902350s228ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-1,969901861s240ms.jpg,969901861s240ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902492s237ms.jpg,969902492s237ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328563s706ms.jpg,970328563s706ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325909s782ms.jpg,970325909s782ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329000s709ms.jpg,970329000s709ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902513s258ms.jpg,969902513s258ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329109s684ms.jpg,970329109s684ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328864s706ms.jpg,970328864s706ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905353s168ms.jpg,969905353s168ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328339s715ms.jpg,970328339s715ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905139s188ms.jpg,969905139s188ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904998s180ms.jpg,969904998s180ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902028s240ms.jpg,969902028s240ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328519s695ms.jpg,970328519s695ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901860s239ms.jpg,969901860s239ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328993s702ms.jpg,970328993s702ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328636s712ms.jpg,970328636s712ms.png,1.0,2.0,3.0,3.0,train
2020-09-24-1,969902131s243ms.jpg,969902131s243ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325780s786ms.jpg,970325780s786ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326685s790ms.jpg,970326685s790ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902458s236ms.jpg,969902458s236ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328633s709ms.jpg,970328633s709ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326671s810ms.jpg,970326671s810ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970327031s221ms.jpg,970327031s221ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905475s190ms.jpg,969905475s190ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902026s238ms.jpg,969902026s238ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902796s240ms.jpg,969902796s240ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325913s786ms.jpg,970325913s786ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902811s255ms.jpg,969902811s255ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905036s185ms.jpg,969905036s185ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970328176s232ms.jpg,970328176s232ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-1,969901978s256ms.jpg,969901978s256ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905227s175ms.jpg,969905227s175ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902899s243ms.jpg,969902899s243ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905407s189ms.jpg,969905407s189ms.png,1.0,2.0,3.0,3.0,train
2020-10-02-10-17-05-3,970588194s248ms.jpg,970588194s248ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325563s803ms.jpg,970325563s803ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902562s240ms.jpg,969902562s240ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902228s240ms.jpg,969902228s240ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902361s239ms.jpg,969902361s239ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905298s180ms.jpg,969905298s180ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588298s251ms.jpg,970588298s251ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905178s193ms.jpg,969905178s193ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970328193s215ms.jpg,970328193s215ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970326582s787ms.jpg,970326582s787ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326138s810ms.jpg,970326138s810ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325706s812ms.jpg,970325706s812ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902442s253ms.jpg,969902442s253ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329206s715ms.jpg,970329206s715ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902859s237ms.jpg,969902859s237ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325759s799ms.jpg,970325759s799ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328401s711ms.jpg,970328401s711ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902259s237ms.jpg,969902259s237ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325880s786ms.jpg,970325880s786ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902948s225ms.jpg,969902948s225ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325773s812ms.jpg,970325773s812ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970325845s784ms.jpg,970325845s784ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326151s790ms.jpg,970326151s790ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328440s716ms.jpg,970328440s716ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905120s169ms.jpg,969905120s169ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329236s711ms.jpg,970329236s711ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328862s704ms.jpg,970328862s704ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326152s791ms.jpg,970326152s791ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326285s791ms.jpg,970326285s791ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902408s253ms.jpg,969902408s253ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-2,970327008s231ms.jpg,970327008s231ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329256s698ms.jpg,970329256s698ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902048s226ms.jpg,969902048s226ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329315s690ms.jpg,970329315s690ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970328136s225ms.jpg,970328136s225ms.png,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964868804s723ms.jpg,964868804s723ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325864s803ms.jpg,970325864s803ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326933s223ms.jpg,970326933s223ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902665s243ms.jpg,969902665s243ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588338s258ms.jpg,970588338s258ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902038s250ms.jpg,969902038s250ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902169s247ms.jpg,969902169s247ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328372s715ms.jpg,970328372s715ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588357s244ms.jpg,970588357s244ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326063s802ms.jpg,970326063s802ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-2,970326901s225ms.jpg,970326901s225ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902393s238ms.jpg,969902393s238ms.png,1.0,2.0,3.0,3.0,train
2020-09-24-1,969902050s228ms.jpg,969902050s228ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326206s812ms.jpg,970326206s812ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970328551s694ms.jpg,970328551s694ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329220s695ms.jpg,970329220s695ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325546s786ms.jpg,970325546s786ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969904870s186ms.jpg,969904870s186ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328417s693ms.jpg,970328417s693ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905193s175ms.jpg,969905193s175ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904898s180ms.jpg,969904898s180ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-2,970327039s229ms.jpg,970327039s229ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325658s798ms.jpg,970325658s798ms.png,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588174s261ms.jpg,970588174s261ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902042s254ms.jpg,969902042s254ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901934s246ms.jpg,969901934s246ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588400s253ms.jpg,970588400s253ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969903012s256ms.jpg,969903012s256ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325791s797ms.jpg,970325791s797ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902755s233ms.jpg,969902755s233ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905142s191ms.jpg,969905142s191ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328601s710ms.jpg,970328601s710ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970328447s690ms.jpg,970328447s690ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328918s694ms.jpg,970328918s694ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902556s234ms.jpg,969902556s234ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325481s787ms.jpg,970325481s787ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325552s792ms.jpg,970325552s792ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902892s236ms.jpg,969902892s236ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901832s244ms.jpg,969901832s244ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329092s701ms.jpg,970329092s701ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326641s813ms.jpg,970326641s813ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328652s695ms.jpg,970328652s695ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326029s802ms.jpg,970326029s802ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325733s806ms.jpg,970325733s806ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328844s686ms.jpg,970328844s686ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328346s689ms.jpg,970328346s689ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904960s175ms.jpg,969904960s175ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-2,970326950s207ms.jpg,970326950s207ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-3,969905069s184ms.jpg,969905069s184ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328948s690ms.jpg,970328948s690ms.png,1.0,2.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588201s255ms.jpg,970588201s255ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328389s699ms.jpg,970328389s699ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970327021s211ms.jpg,970327021s211ms.png,1.0,2.0,2.0,3.0,train
2020-09-23-VIRB0008,969832343s639ms.jpg,969832343s639ms.png,1.0,2.0,3.0,3.0,train
2020-07-28-06-01-11,964868806s725ms.jpg,964868806s725ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901999s244ms.jpg,969901999s244ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905453s168ms.jpg,969905453s168ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328284s694ms.jpg,970328284s694ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325850s789ms.jpg,970325850s789ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970325722s795ms.jpg,970325722s795ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969903004s248ms.jpg,969903004s248ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329290s699ms.jpg,970329290s699ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969904980s195ms.jpg,969904980s195ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902333s244ms.jpg,969902333s244ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328355s698ms.jpg,970328355s698ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328564s707ms.jpg,970328564s707ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905145s194ms.jpg,969905145s194ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969901931s243ms.jpg,969901931s243ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902597s241ms.jpg,969902597s241ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901850s229ms.jpg,969901850s229ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905506s188ms.jpg,969905506s188ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905199s181ms.jpg,969905199s181ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902660s238ms.jpg,969902660s238ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905411s193ms.jpg,969905411s193ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329299s708ms.jpg,970329299s708ms.png,1.0,2.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588299s252ms.jpg,970588299s252ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902302s247ms.jpg,969902302s247ms.png,1.0,1.0,2.0,3.0,train
2020-07-28-06-01-11,964868921s707ms.jpg,964868921s707ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902321s232ms.jpg,969902321s232ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328876s685ms.jpg,970328876s685ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328650s693ms.jpg,970328650s693ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-3,969904995s177ms.jpg,969904995s177ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325698s804ms.jpg,970325698s804ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970325564s804ms.jpg,970325564s804ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905323s171ms.jpg,969905323s171ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-2,970328191s213ms.jpg,970328191s213ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969904903s185ms.jpg,969904903s185ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969904853s169ms.jpg,969904853s169ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902646s257ms.jpg,969902646s257ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902103s248ms.jpg,969902103s248ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902880s258ms.jpg,969902880s258ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904959s174ms.jpg,969904959s174ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969901877s256ms.jpg,969901877s256ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329261s703ms.jpg,970329261s703ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905130s179ms.jpg,969905130s179ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328823s699ms.jpg,970328823s699ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325753s792ms.jpg,970325753s792ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328625s701ms.jpg,970328625s701ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329241s716ms.jpg,970329241s716ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902697s241ms.jpg,969902697s241ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328860s702ms.jpg,970328860s702ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326720s792ms.jpg,970326720s792ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329114s689ms.jpg,970329114s689ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905003s185ms.jpg,969905003s185ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325932s805ms.jpg,970325932s805ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970326994s217ms.jpg,970326994s217ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326761s218ms.jpg,970326761s218ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329097s706ms.jpg,970329097s706ms.png,0.0,0.0,0.0,0.0,train
2020-09-23-VIRB0004,969830850s211ms.jpg,969830850s211ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970325538s811ms.jpg,970325538s811ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329159s701ms.jpg,970329159s701ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325821s794ms.jpg,970325821s794ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329030s706ms.jpg,970329030s706ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588084s271ms.jpg,970588084s271ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970326790s214ms.jpg,970326790s214ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588425s245ms.jpg,970588425s245ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970328788s697ms.jpg,970328788s697ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329007s716ms.jpg,970329007s716ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970326786s210ms.jpg,970326786s210ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328685s694ms.jpg,970328685s694ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326090s796ms.jpg,970326090s796ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969904881s197ms.jpg,969904881s197ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905314s196ms.jpg,969905314s196ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970326716s788ms.jpg,970326716s788ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902661s239ms.jpg,969902661s239ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904838s187ms.jpg,969904838s187ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328706s715ms.jpg,970328706s715ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901929s241ms.jpg,969901929s241ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326702s807ms.jpg,970326702s807ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904977s192ms.jpg,969904977s192ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902733s244ms.jpg,969902733s244ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902674s252ms.jpg,969902674s252ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588454s241ms.jpg,970588454s241ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328302s712ms.jpg,970328302s712ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328457s700ms.jpg,970328457s700ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325668s808ms.jpg,970325668s808ms.png,1.0,1.0,1.0,2.0,train
2020-09-24-3,969905330s178ms.jpg,969905330s178ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328780s689ms.jpg,970328780s689ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328705s714ms.jpg,970328705s714ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328325s701ms.jpg,970328325s701ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328967s709ms.jpg,970328967s709ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326718s790ms.jpg,970326718s790ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970327050s207ms.jpg,970327050s207ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588290s243ms.jpg,970588290s243ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902886s230ms.jpg,969902886s230ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902874s252ms.jpg,969902874s252ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325916s789ms.jpg,970325916s789ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326370s809ms.jpg,970326370s809ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902086s231ms.jpg,969902086s231ms.png,0.0,0.0,0.0,0.0,train
